#Aplicación,Importe,Tercero,Nombre Ter.,Texto Libre
2016 0201A 15101 61900,1192.6,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,1329.47,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,10741.53,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,3864.23,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,476.73,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,2133.66,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,3000.63,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,2209.81,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,2976.54,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 61900,663.35,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 DIRECCION EJEC. OBRAS DEL PLAN DE  COOPERACION  COORD. SEG. SALUD REDACCION PLANES SEG.EJE2015 URB.
2016 0201A 15101 60900,353486.76,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 1/16.ENCOMIENDA GEURSA CONTRATACION Y EJECUCION PROY """" URBANIZACION DE TRAVESIA DE TAFIRA GC-111"""". CERTIF. Nº 7."
2016 0201A 15101 60900,32781.95,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 1/16. ENCOMIENDA GEURSA PARA CONTRATACION Y EJECUCION PROY """" URB. DE TRAVESIA DE TAFIRA GC-111"""". CERTIF. Nº 8."
2016 0201A 15101 60900,219783.62,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 1/16. ENCOMIENDA GEURSA CONTRATACION Y EJECUCION PROY """" URBANIZACION TRAVESIA DE TAFIRA GC-111"""". CERTIF. Nº 9."
2016 0201A 15101 60900,170334.75,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 1/16. ENCOMIENDA GEURSA PARA CONTRATACION Y EJECUCION PROY """" URBANIZ. TRAVESIA DE TAFIRA GC-111"""". CERTIF. Nº 10."
2016 0201A 15101 60900,2269.74,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY. URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº 5HD. URBANISMO
2016 0201A 15101 60900,4145.02,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY. URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº 6HD. URBANISMO
2016 0201A 15101 60900,17240.14,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY. URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº 7HD. URBANISMO
2016 0201A 15101 60900,1598.83,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY. URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº 8HD. URBANISMO
2016 0201A 15101 60900,10719.22,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY. URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº 9HD. URBANISMO
2016 0201A 15101 60900,8307.51,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY. URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº10HD. URBANISMO
2016 0201A 15101 60900,2001.34,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 01/16. DIRECCION DE OBRA, COORDINACION SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD."
2016 0201A 15101 60900,4330.23,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 01/16. DIRECCION DE OBRA, COORDINACION SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD."
2016 0201A 15101 60900,686.82,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 01/16. DIRECCION DE OBRA, COORDINACION SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD."
2016 0201A 15101 60900,2527.14,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 01/16. DIRECCION DE OBRA, COORDINACION SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD."
2016 0201A 15101 60900,1694.87,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 01/16. DIRECCION DE OBRA, COORDINACION SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD."
2016 0201A 15101 60900,3437.52,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 1/16. TRABAJOS DE DIRECCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD"
2016 0201A 15101 60900,10.31,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP. RC 1/16. TRABAJOS DE DIRECCION DE OBRA, COORDINACION DE SEGURIDAD Y SALUD. REDACCION PLAN DE SEGURIDAD Y SALUD"
2016 0201A 15101 60900,17438.61,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. ENCOMIENDA CONTRATACION Y EJECUCION PROY URBANIZACION TRAVESIA TAFIRA GC-111. CERTIF. Nº 4HD.
2016 0201A 15101 60900,355.66,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. EQUIPAMIENTO BASICO PARA MUSEO DE LA CIUDAD EN EL CASTILLO DE MATA. DIRECC. Y COORDINAC. CERTIF. 6.
2016 0201A 15101 60900,642,42781585K,JOSE MIGUEL MENA ESTEVA,EXP. RC 1/16. ASESORAMMIENTO PARA LA REDUCCION DEL VALLADO DEL CASTILLO DE LA LUZ. URBANISMO.
2016 0201A 15101 60900,873.28,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. DIRECCION EJECUCION DE OBRAS PLAN DE COOPERACION Y DIRECCION-REDACCION DE LOS PLANES DE SEGURIDAD AÑO 2014
2016 0201A 15101 61900,246486.11,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 OA24 PROYECTOS DE REPAVIMENTACION CALZADAS EN DIST.DEL T.MPAL. LAS PALMAS DE GC. URBANISMO.
2016 0201A 15101 61900,9826.57,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"EXP.R.C.01/2016 REPARACION DE CALZADAS VARIAS CALLES DE LOMO LOS FRAILES Y CASABLANCA III, 5%DIRECCION OBRA COOR. URB."
2016 0201A 15101 61900,88667.56,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REPARACION DE CALZADAS C/ LOMO LOS FRAILES CASABLANCA III CERT.Nº3 ULTIMA.URBANISMO
2016 0201A 15101 61900,3534.87,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REPARACION DE CALZADAS C/ LOMO LOS FRAILES CASABLANCA III CERT.Nº3 ULTIMA 45% DO +1%CO.URBANISMO
2016 0201A 15101 61900,2969.54,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REPAVIMENTACION C/ EDUARDO BENOT Y OTRAS CALLES BARRIO LA ISLETA. CC. 1430 CERT. Nº3 URBANISMO.
2016 0201A 15101 61900,128.28,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 REPAVIMENTACION C/ EDUARDO BENOT Y OTRAS CALLES BARRIO LA ISLETA. Nº3 4%DO +1%COOR.URB
2016 0201A 15101 61900,5654.59,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 MEJORA DE SEÑALIZACION ACCESIBILIDSD DE RED PARADAS DE GUAGUAS MPALES. CERT. Nº 4 4% DO +1%.URB.
2016 0201A 15101 61900,35998.4,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 MEJORA DE SEÑALIZACION ACCESIBILIDSD DE RED PARADAS DE GUAGUAS MPALES. CERT. Nº 5.URB
2016 0201A 15101 61900,3612.66,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 MEJORA DE SEÑALIZACION ACCESIBILID. DE RED PARADAS DE GUAGUAS MPALES. CERT. Nº 5.4%DO +1%C.URB
2016 0201A 15101 61900,38398.28,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 MEJORA DE SEÑALIZACION ACCESIBILID. DE RED PARADAS DE GUAGUAS MPALES. CERT. Nº 6.URB
2016 0201A 15101 61900,1507.89,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 MEJORA DE SEÑALIZACION ACCESIBILID. DE RED PARADAS DE GUAGUAS MPALES. CERT. Nº 6. 4% DO +1%.URB
2016 0201A 15101 61900,150351.91,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. REDACCION Y EJECUCION PROYECTOS DE REPAVIMENTACION DE CALZADAS EN DIVERSOS DISTRITO LPGC. URBANISMO
2016 0201A 15101 61900,6846.83,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP. RC 1/16. REDACCION Y EJECUCION PROYECTOS DE REPAVIMENTACION DE CALZADAS EN DIVERSOS DISTRITO LPGC. URBANISMO
2016 0201A 15101 61900,679.11,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,534.41,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,2083.47,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,4680.37,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,744.91,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,806.43,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,596.65,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,2117.41,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,829.89,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,8894.46,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 61900,5366.5,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.RC 1/16.DIRECCION EJECUCION OBRAS PLAN DE COOPERACION COORDINACION SEGURIDAD SALUD. REDACCION PLANES SEG. URBANISMO.
2016 0201A 15101 60900,32388.14,A81638108,"ACCIONA INFRAESTRUCTURAS, S.A.",SERV. DE TRABAJOS EN ACONDICIONAMIENTO DE ACERA SUR DE LA TRAVESIA DE TAFIRA. URBANISMO.
2016 0402B 16000 60900,2445.94,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"AMPLIACION RED DE SANEAMIENTO EN PICO VIENTO, HONORARIOS DE GESTION Y REDACCION DEL PROYECTO. AGUA."
2016 0402B 16000 61900,720,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"CONEXIÓN PROVISIONAL COLECTOR DE AGUAS PLUVIALES DE LA PATERNA (TRASERA DE GLOBAL)"""" HONORARIOS REDACCIÓN PROYECTO."
2016 0101G 13200 62500,2336.03,B35855535,"SOLAJERO PAINTBALL, S.L.",EQUIPO DE SONIDO STAGEPA SS4000 Y PROYECTOR ACER XGA PARA CENTRO MUNICIPAL DE EMERGENCIA. PATRIMONIO.
2016 0101G 93300 62500,818.55,B76088657,"ROMENDI INSTALACIONES, SLU",IMPRENSION GRAN FORMATO EN VINILO DE CARTELERIA PARA EDIFICIOS DE EL SECADERO TRAFICO Y TRANSPORTE. PATRIMONIO
2016 0101G 13200 62500,125,B35383553,CAPRI CANARIAS S.L.,FRIGORIFICO ZANUSSI ZRG 31SW1 PARA DEPENDENCIAS DEL CENTRO MUNICIPAL DE EMERGENCIA. PATRIMONIO
2016 0801C 92000 62300,3000,B35005040,FERRETERIA GUANARTEME S.L.,ADQUISICION DE DIVERSA MAQUINARIA PARA ALMACENES GENERALES.
2016 0801D 13200 62400,783.9,44324911R,RAUL GONZALO MEDINA RUIZ,SUMINISTRO DISPOSITIVO SONORO PARA VEHICULO POLICIA LOCAL.
2016 0101G 93300 62500,508.9,A28017895,"EL CORTE INGLES,S.A.",SUM. TELEVISIÓN LG 43 UF 6407 Y BRAZO ARTICULADO PARA LAS CASAS CONSISTORIALES. PATRIMONIO.
2016 0101G 93300 62200,1712,B35944529,CRISTALERIA SUAREZ Y CARPINTERIA DE ALUMINIO S.L.,SUM. PUERTA DE ACCESO A LAS INSTALACIONES DE LA POLICÍA LOCAL MILLER BAJO. PATRIMONIO.
2016 0502B 92400 62500,309,B35407683,"MENTADO, S.L.","SUM. DE 2 MANTELES PARA LAS MESAS PRESIDENCIALES DE LOS VOCALES DE LA JUNTA MPAL DEL DISTRITO VEGUETA, SUR Y TAFIRA"
2016 0101G 93300 62200,3884.1,B35944529,CRISTALERIA SUAREZ Y CARPINTERIA DE ALUMINIO S.L.,SUM. MALLORQUINAS Y ESCALERA HUECO ASCENSOR CENTRO GÁNIGO Y PUERTA CORREDERA 4 HOJAS HUECO VENTILACIÓN EDIF. EL SECADERO
2016 0801E 13600 62300,4189.85,B35203926,"SEBASTIAN TEJERA, S.L.",SUM. DE 15 LINTERNAS ADARO L3000 PARA EL S.E.I.S.-
2016 0201A 15101 60000,46216.29,99999999X,[Anonimizado],JUSTIPR. FIJADO PARA FINCA EN LA C/Mª VICTORIA Y C/Mª EGIPCIACA. PGO 12-APR10PARA USO DOTACIONAL ESPACIO LIBRE.URBANISMO
2016 0201A 15101 60000,2541.67,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,2541.67,99999999X,[Anonimizado],ADQ. PARCELA FINCA SITA EN LA CALLE JOSE RIVERO VIERA BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003. URB
2016 0201A 15101 60000,6777.78,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,6777.78,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,6777.78,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.33,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.34,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.33,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.33,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.33,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.33,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,5083.33,99999999X,[Anonimizado],ADQUISICION PARCELA FINCA CALLE JOSE RIVERO VIERA  BARRIO TAMARACEITE  POR MUTUO ACUERDO EXP EXPROPIATORIO 15003 URB.
2016 0201A 15101 60000,96126.04,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,41196.87,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,66640.46,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,66640.46,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,11106.45,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,77746.9,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,11106.45,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0201A 15101 60000,77746.9,99999999X,[Anonimizado],"JUSTIPRECIO FINCA CARRETERA GC100 S/N CUESTA RAMÓN, BARRIO DE MARZAGÁN. ACTUACIÓN EL034D. URBANISMO."
2016 0101G 93300 62200,1465.24,B35301647,"MULTISERVICIOS VERDE SUAREZ, S.L.",INSTALACIÓN DE PUERTAS Y VENTANAS PARA EL LOCAL SOCIAL DE SAN FRANCISCO DE PAULA. PATRIMONIO.
2016 0402B 16000 61900,4280,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"ACONDICIONAMIENTO DE ACCESOS AL DEPÓSITO DE TORMENTAS DE LA CÍCER I FASE"""". HONORARIOS DE REDACCIÓN DE PROYECTO."
2016 0201A 15101 61900,2322,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 ELABORACION EXTEMPORANEA AL INFORME ELABORADO PRO PRINTEC EN PROY. BASICO RECUPERACION AMBIENTAL. URB.
2016 0201A 15101 61900,2064,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 INTERPOSICION REQUIRIMIENTO PREVIO APROBACION PROV. BASICO RECUPERACION AMBIENTAL PARC. LA CICER. URB.
2016 0201A 15101 61900,318.2,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,EXP.R.C.01/2016 RECURSO ALZADA CONTRA RESOL. Nº 1207/2014 DE19/09 DESTIDIO A CORPORACION MPAL TOMO CONOCIM. INFORME.
2016 0101G 93300 62200,102.57,S3511001D,COMUNIDAD AUTONOMA DE CANARIAS,IGIC AUTOR. FACTURA EMIT-63 DE MULTISERVICIOS VERDE SUAREZ S.L. PUERTAS Y VENTANAS LOCAL SOCIAL DE SAN FCO DE PAULA.
2016 0201A 15101 60000,1000000,A03050895,INMOBILIARIA ALICANTE CANARIAS S.A.,1ª PAGO FRACCIONADO DE LA DIFERENCIA DEL JUSTIPRECIO FIJADO YA ABONADO Y EL FIJADO POR JURADO PROVINC. DE EXPROPIAC.FORZ
2016 0201A 15101 60000,880253.31,S2813600J,JUZGADO DE LO CONTENCIOSO ADMINISTRATIVO Nº4 DE LAS PALMAS DE GRAN CANARIA,2º PLAZO EXPROPIACION DE LA PARCELA 8B PAMBASO. SENTENCIA DE FECHA 01/12/14 EN PROCEDI. ORDINARIO 415/2012. URBANISMO.
2016 0402B 16000 61900,842.15,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,OBRAS DE REPOSICION DE LA RED DE SANEAMIENTO EN LA ISLETA: REDACCION PLANDE SEGURIDAD Y SALUD. SERV. AGUAS.
2016 0402B 16000 61900,472.97,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,"OBRAS DE REPOSICION Y MEJORA DE LA RED DE SANEAMIENTO EN TAMARACEITE, TENOYA, ALMATRICHE, CASA AYALA ETC."
2016 0402B 16000 61900,1070,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,OBRAS DE ACONDICIONAMIENTO DE ACCESOS AL DEPOSITO DE TORMENTAS DE LA CICER IFASE: REDACCION PLAN DE SEGURIDAD.AGUAS.-
2016 0402B 16000 61900,180,A35660844,SOCIEDAD MUNICIPAL DE GESTION URBANISTICA DE LAS PALMAS DEG,OBRAS CONEXION PROVISIONAL COLECTOR DE AGUAS PLUVIALES DE LA PATERNA. REDACCION PALN DE SEGURIDAD Y SALUD. AGUAS.-
2016 0101G 13600 62500,4248.52,A35087675,"INSULAR CARROCERA,S.A.",SUMINISTRO DE ESTRUCTURA METÁLICA PARA LAS BOTELLAS DE OXÍGENO DEL SERV. EXTINCIÓN DE INCENDIOS Y SALVAMENTO.-
2016 0701B 16300 62300,2156.39,A35022987,"SAGRERA CANARIAS, S.A.",ADQUISICIÓN DE DOS CORTA SETOS Y DOS CORTA SETOS MAS PARA TRABAJOS DE ALTURA PARA EL SERVICIO MUNICIPAL DE LIMPIEZA
